epoch,accuracy,loss
0,0.7179999947547913,0.793571412563324
1,0.8539999723434448,0.41892382502555847
2,0.9139999747276306,0.27675381302833557
3,0.9440000057220459,0.20700381696224213
4,0.9559999704360962,0.16236169636249542
5,0.9679999947547913,0.13537278771400452
6,0.9760000109672546,0.1195840835571289
7,0.9779999852180481,0.1057596206665039
8,0.9800000190734863,0.08595119416713715
9,0.9860000014305115,0.0878857672214508
10,0.9860000014305115,0.0731511190533638
11,0.9879999756813049,0.060753799974918365
12,0.984000027179718,0.06304312497377396
13,0.9819999933242798,0.06596831977367401
14,0.984000027179718,0.05641504377126694
15,0.9900000095367432,0.04361599683761597
16,0.9980000257492065,0.0353863462805748
17,0.9940000176429749,0.04239221289753914
18,0.9959999918937683,0.03931429237127304
19,0.9860000014305115,0.05140331760048866
20,0.9980000257492065,0.0318828709423542
21,0.9919999837875366,0.04461776465177536
22,1.0,0.02634533867239952
23,0.9940000176429749,0.027700740844011307
24,0.9980000257492065,0.01835012063384056
25,0.9940000176429749,0.028691785410046577
26,0.9940000176429749,0.02350061573088169
27,0.9980000257492065,0.02416958473622799
28,1.0,0.018141793087124825
29,0.9959999918937683,0.022942060604691505
30,0.9959999918937683,0.01740993745625019
31,0.9959999918937683,0.02512926235795021
32,0.9959999918937683,0.01932441256940365
33,0.9980000257492065,0.020096680149435997
34,1.0,0.012745223939418793
35,0.9959999918937683,0.01352012064307928
36,0.9980000257492065,0.015071389265358448
37,1.0,0.016615327447652817
38,1.0,0.006256780121475458
39,1.0,0.011536305770277977
40,0.9980000257492065,0.013179418630897999
41,1.0,0.010177061893045902
42,0.9959999918937683,0.01512603648006916
43,1.0,0.009230487048625946
44,1.0,0.01002992782741785
45,1.0,0.008922355249524117
46,0.9940000176429749,0.034986138343811035
47,0.9959999918937683,0.015445682220160961
48,1.0,0.010035046376287937
49,1.0,0.009101176634430885
50,0.9980000257492065,0.00909669604152441
51,1.0,0.010399719700217247
52,0.9980000257492065,0.008187051862478256
