epoch,accuracy,loss,val_accuracy,val_loss
0,0.6447761058807373,1.0084630250930786,0.9333333373069763,0.31147488951683044
1,0.7850746512413025,0.6213858723640442,0.9333333373069763,0.30404573678970337
2,0.8656716346740723,0.4629746973514557,0.9272727370262146,0.29058021306991577
3,0.8895522356033325,0.404304563999176,0.9212121367454529,0.27194899320602417
4,0.9194029569625854,0.3382571041584015,0.9333333373069763,0.25633105635643005
5,0.937313437461853,0.30116868019104004,0.9212121367454529,0.2634682059288025
6,0.9492537379264832,0.2477615773677826,0.9272727370262146,0.2646506428718567
7,0.9582089781761169,0.20887473225593567,0.9333333373069763,0.2714087963104248
8,0.9522387981414795,0.21353131532669067,0.9272727370262146,0.27758675813674927
9,0.9731343388557434,0.17488521337509155,0.9272727370262146,0.2868710160255432
10,0.9701492786407471,0.14806149899959564,0.9212121367454529,0.28818726539611816
11,0.9611940383911133,0.17140522599220276,0.9151515364646912,0.2933215796947479
12,0.9791044592857361,0.1359424740076065,0.9151515364646912,0.2947622239589691
13,0.9910447597503662,0.09868714958429337,0.9090909361839294,0.2966817319393158
14,0.9820895791053772,0.10745573043823242,0.903030276298523,0.29517027735710144
15,0.9791044592857361,0.1023198738694191,0.903030276298523,0.2886613607406616
16,0.9820895791053772,0.09799647331237793,0.903030276298523,0.2793886959552765
17,0.9880596995353699,0.08041447401046753,0.9151515364646912,0.26114049553871155
18,0.9880596995353699,0.08916395157575607,0.9212121367454529,0.24008584022521973
19,0.9940298795700073,0.07169722765684128,0.9212121367454529,0.22476913034915924
20,0.9880596995353699,0.06520410627126694,0.939393937587738,0.21108756959438324
21,0.9880596995353699,0.0712951123714447,0.939393937587738,0.19490227103233337
22,0.9850746393203735,0.07650471478700638,0.9575757384300232,0.1761859655380249
23,0.9880596995353699,0.04998498782515526,0.9515151381492615,0.16538658738136292
24,0.9970149397850037,0.058131586760282516,0.9515151381492615,0.15814493596553802
25,0.9970149397850037,0.052891142666339874,0.9515151381492615,0.14831823110580444
26,0.9970149397850037,0.042456381022930145,0.9575757384300232,0.1419651061296463
27,1.0,0.036229271441698074,0.9575757384300232,0.1332906186580658
28,1.0,0.04539663717150688,0.9636363387107849,0.12536033987998962
29,0.9970149397850037,0.037402305752038956,0.9696969985961914,0.12418211996555328
30,0.9910447597503662,0.04494664445519447,0.9696969985961914,0.11761084944009781
31,0.9970149397850037,0.04469352215528488,0.9575757384300232,0.11733149737119675
32,0.9970149397850037,0.03158320486545563,0.9636363387107849,0.11592619121074677
33,1.0,0.031045272946357727,0.9696969985961914,0.10496975481510162
34,1.0,0.034315045922994614,0.9757575988769531,0.09698665142059326
35,1.0,0.02413783222436905,0.9636363387107849,0.09293629974126816
36,0.9910447597503662,0.037331126630306244,0.9696969985961914,0.09316220134496689
37,1.0,0.02111973613500595,0.9575757384300232,0.1008191779255867
38,0.9970149397850037,0.03237134590744972,0.9696969985961914,0.08497126400470734
39,0.9970149397850037,0.0213723573833704,0.9696969985961914,0.08367469906806946
40,1.0,0.017145585268735886,0.9757575988769531,0.08524951338768005
41,0.9970149397850037,0.02889314293861389,0.9575757384300232,0.08995752036571503
42,0.9970149397850037,0.01780293695628643,0.9696969985961914,0.084957055747509
43,1.0,0.018383072689175606,0.9757575988769531,0.08421776443719864
44,1.0,0.024951564148068428,0.9696969985961914,0.08662495762109756
45,0.9970149397850037,0.01961677521467209,0.9757575988769531,0.08369459956884384
46,1.0,0.0181333739310503,0.9757575988769531,0.0835999995470047
47,1.0,0.015301156789064407,0.9757575988769531,0.0825086385011673
48,1.0,0.017531752586364746,0.9757575988769531,0.08155037462711334
49,1.0,0.014240383170545101,0.9757575988769531,0.0812690481543541
50,1.0,0.01347597036510706,0.9757575988769531,0.08117455244064331
51,1.0,0.010912386700510979,0.9636363387107849,0.08473284542560577
52,0.9970149397850037,0.02327008917927742,0.9636363387107849,0.08511219918727875
53,1.0,0.009372546337544918,0.9696969985961914,0.07938458770513535
54,1.0,0.011990705505013466,0.9757575988769531,0.07769724726676941
55,1.0,0.010737888514995575,0.9757575988769531,0.08067785203456879
56,1.0,0.010842327028512955,0.9696969985961914,0.08048327267169952
57,1.0,0.009880905970931053,0.9757575988769531,0.07775098830461502
58,1.0,0.01011067908257246,0.9696969985961914,0.0801524892449379
59,1.0,0.008989243768155575,0.9696969985961914,0.0820976048707962
60,1.0,0.013500845991075039,0.9636363387107849,0.08594099432229996
61,1.0,0.007747894152998924,0.9636363387107849,0.0833723321557045
62,1.0,0.007793043740093708,0.9696969985961914,0.0820530354976654
63,1.0,0.01460255030542612,0.9696969985961914,0.0798492282629013
64,1.0,0.006211515516042709,0.9696969985961914,0.07816117256879807
