epoch,accuracy,loss,val_accuracy,val_loss
0,0.7707865238189697,0.60212242603302,0.9301310181617737,0.1683661937713623
1,0.8898876309394836,0.33518657088279724,0.9301310181617737,0.16896171867847443
2,0.9438202381134033,0.2243301421403885,0.943231463432312,0.17859144508838654
3,0.9797753095626831,0.14869356155395508,0.9475982785224915,0.1800394505262375
4,0.9640449285507202,0.14902232587337494,0.9519650936126709,0.19062739610671997
5,0.9730337262153625,0.10684837400913239,0.9475982785224915,0.2128448635339737
6,0.9910112619400024,0.0807364284992218,0.9475982785224915,0.22981780767440796
7,0.9887640476226807,0.07455029338598251,0.9475982785224915,0.23274147510528564
8,0.9887640476226807,0.059329815208911896,0.9301310181617737,0.24395182728767395
9,0.9910112619400024,0.050844185054302216,0.9388646483421326,0.24851207435131073
10,0.9910112619400024,0.04944698512554169,0.9257642030715942,0.2464040368795395
11,0.9932584166526794,0.043592844158411026,0.9344978332519531,0.22112740576267242
12,0.9932584166526794,0.0402105338871479,0.9257642030715942,0.21430236101150513
13,0.9955056309700012,0.03596464917063713,0.9388646483421326,0.2091551572084427
14,0.9910112619400024,0.0431709848344326,0.943231463432312,0.18710991740226746
15,0.9932584166526794,0.029863551259040833,0.9519650936126709,0.16645443439483643
16,0.9977527856826782,0.025020025670528412,0.9475982785224915,0.15632182359695435
17,0.9977527856826782,0.021457387134432793,0.9519650936126709,0.13512499630451202
18,1.0,0.0198857169598341,0.9475982785224915,0.13847731053829193
19,0.9932584166526794,0.025234738364815712,0.9519650936126709,0.1227652058005333
20,1.0,0.018643388524651527,0.9519650936126709,0.11313407868146896
21,0.9977527856826782,0.017717350274324417,0.9650654792785645,0.09272672981023788
22,0.9955056309700012,0.01886625774204731,0.9650654792785645,0.08974485099315643
23,1.0,0.012649738229811192,0.9737991094589233,0.07295405864715576
24,1.0,0.010662716813385487,0.9737991094589233,0.06827935576438904
25,1.0,0.013237128965556622,0.9694322943687439,0.06758667528629303
26,0.9932584166526794,0.02207549661397934,0.9737991094589233,0.04889548942446709
27,0.9977527856826782,0.00916975550353527,0.9825327396392822,0.047165319323539734
28,1.0,0.006862971931695938,0.9781659245491028,0.04981004819273949
29,1.0,0.006865486036986113,0.9781659245491028,0.04942239820957184
30,1.0,0.00956535991281271,0.9737991094589233,0.07258124649524689
31,1.0,0.011742186732590199,0.9781659245491028,0.054087359458208084
32,0.9977527856826782,0.009764652699232101,0.9781659245491028,0.04456903785467148
33,1.0,0.00673019140958786,0.9825327396392822,0.04687296599149704
34,0.9977527856826782,0.008202878758311272,0.9825327396392822,0.0425451435148716
35,0.9977527856826782,0.01519622653722763,0.9868995547294617,0.03951343148946762
36,1.0,0.007924376055598259,0.9781659245491028,0.05113004893064499
37,1.0,0.006375433877110481,0.9737991094589233,0.06777536123991013
38,1.0,0.005094490479677916,0.9694322943687439,0.07888255268335342
39,0.9977527856826782,0.0059163677506148815,0.9781659245491028,0.04874053969979286
40,1.0,0.0047656092792749405,0.9868995547294617,0.037266720086336136
41,1.0,0.0060496218502521515,0.9868995547294617,0.044079747051000595
42,0.9977527856826782,0.007590183988213539,0.9694322943687439,0.07261972874403
43,1.0,0.005568172782659531,0.9737991094589233,0.06454400718212128
44,1.0,0.004993815440684557,0.9781659245491028,0.05967584252357483
45,0.9977527856826782,0.007721347268670797,0.9825327396392822,0.057243701070547104
46,0.9977527856826782,0.010270240716636181,0.9781659245491028,0.0755167305469513
47,1.0,0.003036542097106576,0.9781659245491028,0.07163742184638977
48,1.0,0.002839509630575776,0.9781659245491028,0.06992168724536896
49,1.0,0.004600388463586569,0.9781659245491028,0.050649091601371765
50,1.0,0.003488003509119153,0.9781659245491028,0.05860184505581856
51,0.9977527856826782,0.010057919658720493,0.9825327396392822,0.05726886913180351
52,0.9932584166526794,0.020335234701633453,0.9825327396392822,0.055238597095012665
53,0.9977527856826782,0.014612063765525818,0.9868995547294617,0.03803398460149765
54,1.0,0.004395494237542152,0.9868995547294617,0.03723771870136261
55,1.0,0.004809252917766571,0.9868995547294617,0.027008412405848503
56,1.0,0.0022385483607649803,0.9868995547294617,0.027481375262141228
57,1.0,0.003405204974114895,0.9868995547294617,0.02999361976981163
58,1.0,0.002437866060063243,0.9868995547294617,0.03331909701228142
59,1.0,0.003489413997158408,0.9868995547294617,0.03688274696469307
60,1.0,0.0022366615012288094,0.9868995547294617,0.03453132510185242
61,1.0,0.0034028927329927683,0.9956331849098206,0.02309328317642212
62,1.0,0.004330394323915243,0.9956331849098206,0.025802381336688995
63,1.0,0.002199977869167924,0.9956331849098206,0.02539225108921528
64,1.0,0.0023337271995842457,0.9956331849098206,0.024795282632112503
65,1.0,0.0021636842284351587,0.9956331849098206,0.023834701627492905
66,1.0,0.004287472926080227,0.9868995547294617,0.03795412555336952
67,1.0,0.001402845373377204,0.9912663698196411,0.0314367339015007
68,1.0,0.0014835054753348231,0.9912663698196411,0.03198060765862465
69,1.0,0.0027539217844605446,0.9956331849098206,0.01604076847434044
70,1.0,0.0029263817705214024,0.9956331849098206,0.016542883589863777
71,1.0,0.0022304928861558437,0.9956331849098206,0.018051687628030777
72,1.0,0.0035154179204255342,0.9956331849098206,0.020440297201275826
73,1.0,0.002675228752195835,0.9956331849098206,0.021228332072496414
74,1.0,0.002310096751898527,0.9956331849098206,0.02186978980898857
75,1.0,0.0017925689462572336,0.9956331849098206,0.021462416276335716
76,1.0,0.002242195652797818,0.9912663698196411,0.027641402557492256
77,0.9977527856826782,0.006406509317457676,0.9868995547294617,0.027634484693408012
78,1.0,0.003046297235414386,0.9868995547294617,0.03662180155515671
79,1.0,0.001986491959542036,0.9868995547294617,0.037221480160951614
80,1.0,0.001295306719839573,0.9868995547294617,0.03335525095462799
81,1.0,0.0012275937478989363,0.9868995547294617,0.03298117592930794
82,1.0,0.001639668014831841,0.9868995547294617,0.04099510237574577
83,1.0,0.0025178713258355856,0.9781659245491028,0.06879324465990067
84,1.0,0.0011789060663431883,0.9781659245491028,0.0749702975153923
85,1.0,0.001865644589997828,0.9956331849098206,0.031014656648039818
86,0.9977527856826782,0.0038865103852003813,0.9956331849098206,0.017185349017381668
87,1.0,0.0013325164327397943,0.9956331849098206,0.013808220624923706
88,1.0,0.0013499441556632519,0.9956331849098206,0.016032777726650238
89,1.0,0.000932081020437181,0.9956331849098206,0.016987349838018417
90,1.0,0.0020400157663971186,0.9956331849098206,0.018480446189641953
91,1.0,0.0009739254019223154,0.9956331849098206,0.01942899078130722
